UnitID,"10 Year Mean Earnings (0-30,000)","6 Year Mean Earnings (0-30,000)","6 Year Median Earnings (0-30,000)","8 Year Median Earnings (0-30,000)","10 Year Median Earnings (0-30,000)","Median Student Loan Debt (0-30,000)","Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort",year (year)
232609,41200,35500,37675,42759,46098,25000,271,latest
232618,NA,NA,42580,49921,56183,12667,171,latest
232672,38500,27200,38244,39305,36197,12950,459,latest
232681,47700,39100,45450,48153,57543,17000,318,latest
232706,56100,45200,56691,59528,62853,21000,377,latest
232724,NA,NA,NA,58413,63083,NA,NA,latest
232788,27100,22600,24404,26352,28512,NA,NA,latest
232797,21000,17900,21301,22254,23902,7385,1270,latest
232867,32500,25000,28751,31180,32815,7337,239,latest
232885,52300,49200,60073,66292,61955,17326,93,latest
232919,NA,22400,32521,28126,31427,9500,676,latest
232937,36700,27100,32554,35180,38700,18270,1902,latest
232946,45000,34500,37551,42891,46994,7750,3743,latest
232982,45900,37200,42275,46504,48718,17610,4149,latest
233019,25800,21000,26564,26828,27763,NA,NA,latest
233037,24700,21900,24711,28605,27717,5425,68,latest
233082,NA,NA,54656,65038,60388,12360,51,latest
233116,31800,25400,29795,32416,33599,6379,268,latest
233277,45500,35600,42481,43980,46603,18750,1572,latest
233286,NA,NA,12639,16012,22905,7025,146,latest
233295,NA,30000,41739,44921,45058,24270,77,latest
233301,NA,NA,32266,37922,47746,14979,102,latest
233310,29400,22900,25916,29540,32598,NA,NA,latest
233329,NA,18000,22982,26144,27538,9262,1381,latest
233338,31800,25400,29133,33828,36065,6846,354,latest
233356,NA,NA,66227,57099,70565,25410,79,latest
233374,89200,47000,49736,63643,59144,13055,163,latest
233408,NA,46500,50076,47847,52816,14250,115,latest
233426,53600,32300,43930,43231,49911,23250,167,latest
233480,NA,NA,NA,70393,NA,NA,NA,latest
233541,50100,44800,47297,55829,56424,21750,298,latest
233602,NA,NA,NA,NA,NA,NA,NA,latest
233611,42900,34100,31181,40984,35551,18750,108,latest
233639,25200,21200,25867,28054,26407,NA,NA,latest
233648,27700,25700,23964,26269,29511,NA,NA,latest
233666,NA,NA,19165,18809,18847,NA,NA,latest
233684,39500,26600,27274,29257,34830,12667,36564,latest
233718,NA,NA,32044,36422,54810,24219,44,latest
233754,30900,23600,26586,29646,32294,9500,753,latest
233772,32300,24700,26597,30164,33351,6800,2792,latest
233842,NA,NA,NA,NA,NA,NA,NA,latest
233897,40500,27200,34557,36381,38973,11000,179,latest
233903,26500,23600,27317,26481,30228,NA,NA,latest
233921,64400,49700,64612,65729,70887,17977,1346,latest
233949,28600,24100,28550,31631,32317,9200,475,latest
234030,51000,37600,44909,48397,53092,18000,3009,latest
234076,84500,52700,63912,64246,75165,10047,603,latest
234085,NA,44100,NA,63713,72735,18238,65,latest
234119,NA,NA,17928,19095,23582,NA,NA,latest
234137,NA,NA,20059,22666,23731,12808,120,latest
234155,35600,27200,31523,37631,39673,17805,1324,latest
234164,32500,23300,31202,31858,37357,22500,293,latest
234173,38200,29500,33994,39493,44023,12750,291,latest
234207,NA,NA,72268,73144,NA,NA,18,latest
234377,27500,22500,24087,26769,28869,6500,83,latest
234669,43400,36200,43942,48359,51745,8625,516,latest
234696,43600,35700,39168,39165,43684,11817,360,latest
234711,34100,25500,30590,35013,34244,7475,134,latest
234827,47900,37100,45187,50299,55709,13888,1909,latest
234845,32200,24600,31083,35596,33496,NA,NA,latest
234915,42400,37500,43302,58080,57539,14929,149,latest
234924,NA,NA,24268,23511,22990,8028,637,latest
234933,33900,26600,32227,33353,36154,8250,710,latest
234951,34800,25200,35052,33956,32914,9639,477,latest
234979,36100,27900,33151,38383,42016,8426,395,latest
235024,34200,27200,28390,27227,38276,24000,96,latest
235088,46600,43900,45633,53142,57815,9500,198,latest
235097,46100,37700,43046,47248,53435,15000,1935,latest
235103,37500,30000,37155,38923,42006,8944,418,latest
235149,34500,26700,36591,38932,38975,7013,342,latest
235158,NA,NA,29547,25176,25696,7917,68,latest
235167,34900,27700,33387,36053,39919,16283,836,latest
235237,35800,29000,35059,35957,42631,9500,1022,latest
235307,22600,18800,21090,21239,20621,7917,95,latest
235316,58900,46700,61822,62043,67294,23650,222,latest
235334,30400,23400,27228,32566,33032,8500,181,latest
235343,39000,29400,37043,42576,41617,8305,636,latest
235352,NA,NA,21784,27569,NA,7917,39,latest
235422,33000,29000,38826,38320,39665,12500,255,latest
235431,36200,29500,37626,38509,44586,7529,238,latest
235501,27100,22300,39007,45397,28397,6333,438,latest
235547,42900,32700,44258,39128,50328,12500,92,latest
235583,27200,23300,25453,27061,28085,6478,162,latest
235671,38900,28700,40770,39525,36761,5500,145,latest
235699,41300,33800,40444,43004,42719,10252,244,latest
235750,31800,26800,30639,30968,35952,7917,428,latest
236018,NA,NA,23111,23328,20514,6333,73,latest
236072,42100,32200,37708,40931,46415,7185,206,latest
236133,46200,38600,44150,49697,51926,14881,343,latest
236188,33900,27200,31459,34054,37153,8837,326,latest
236212,50600,40700,48346,47773,52688,13364,415,latest
236230,49700,37600,44835,59078,57630,16500,285,latest
236258,31100,24100,29565,31230,34992,9502,233,latest
236328,55800,45900,46731,56040,62723,19593,126,latest
236382,39000,31500,39124,41048,42867,7572,180,latest
236452,44900,40500,51193,56418,52350,17875,188,latest
236504,42700,33900,40954,38122,44905,4500,37,latest
236513,35000,29200,33737,37985,41019,9221,337,latest
236577,49800,42000,47296,52993,57264,17519,361,latest
236595,65400,52400,59311,65085,69254,18268,426,latest
236610,43500,31700,37223,43893,45260,7715,406,latest
236638,31900,27100,35586,36460,38169,9500,308,latest
236656,32600,25300,31891,36013,38401,6871,408,latest
236692,33500,26900,32351,34566,34255,8669,1960,latest
236708,32900,25400,29834,31040,34763,8293,1001,latest
236744,NA,NA,20371,17265,24586,NA,52,latest
236753,36000,29500,34906,37173,41215,8236,965,latest
236887,34200,26700,32258,36166,36447,11300,508,latest
236896,51600,40700,47063,54356,55882,19166,187,latest
236939,53400,42900,49572,54538,59532,14597,3013,latest
236948,74900,50000,56966,64377,70374,12184,3628,latest
236975,33600,26100,31417,33065,36386,9500,224,latest
237011,47700,36800,44331,53228,57130,13477,1382,latest
237039,35700,30600,33895,37140,42781,9500,346,latest
237057,NA,NA,55163,45069,53579,9500,49,latest
237066,39700,31000,47165,45811,46203,19724,350,latest
237109,33400,25800,31425,36263,37695,11030,526,latest
237118,44100,37500,33471,35145,41444,9500,262,latest
237127,NA,NA,NA,NA,NA,NA,NA,latest
237136,NA,NA,29449,29988,37796,NA,18,latest
237145,NA,NA,NA,NA,NA,NA,NA,latest
237172,NA,NA,26693,31921,23185,NA,NA,latest
237181,44000,28900,30018,34603,42009,14250,79,latest
237215,28800,24100,29359,27694,33133,12125,392,latest
237242,NA,NA,33032,22696,28049,NA,NA,latest
237303,NA,NA,12805,15779,15601,NA,56,latest
237312,43100,35800,36554,40851,38754,11999,402,latest
237321,NA,NA,16095,11538,14337,6528,60,latest
237330,32300,27100,28680,33582,35817,11207,405,latest
237358,36500,27500,26794,37321,33485,16459,200,latest
237367,33400,26200,33178,34671,32397,12881,746,latest
237385,32400,24500,29386,27275,31599,10250,277,latest
237437,18800,15700,15671,17467,20653,17500,241,latest
237473,NA,NA,NA,41157,40922,NA,NA,latest
237491,NA,NA,NA,43083,NA,NA,NA,latest
237525,39200,30100,32640,35876,39673,15793,1773,latest
237543,NA,NA,25669,28427,33831,NA,NA,latest
237561,NA,NA,NA,39857,33162,NA,NA,latest
237570,NA,NA,22628,21175,22846,5916,57,latest
237598,NA,NA,16687,20703,19435,NA,NA,latest
237686,30200,22700,24868,26397,29927,8000,495,latest
237701,46200,35600,36427,41627,46583,14250,2468,latest
237729,NA,NA,25285,27506,34849,NA,NA,latest
237783,29800,22700,26349,24449,31646,5913,649,latest
237792,39800,30100,37195,40968,41173,14274,404,latest
237817,27900,22400,24064,27376,27595,6000,300,latest
237844,NA,NA,33241,35154,36760,NA,NA,latest
237880,NA,84600,NA,NA,NA,NA,NA,latest
237899,30500,26100,31239,32716,35119,14250,485,latest
237905,NA,NA,NA,NA,NA,NA,13,latest
237932,34600,27100,32026,36476,38297,14750,381,latest
237950,46200,35600,36427,41627,46583,14250,2468,latest
237969,38800,30800,33956,36728,41193,13750,150,latest
237987,20800,17600,22639,23119,20815,6761,238,latest
237996,21000,19000,24914,28531,23114,7572,562,latest
238005,NA,NA,17165,14681,17509,5500,139,latest
238014,27400,22300,25038,24820,28629,6821,237,latest
238032,46200,35600,36427,41627,46583,14250,2468,latest
238078,40100,34900,37363,44892,43761,11000,84,latest
238096,NA,NA,NA,32644,39480,NA,NA,latest
238175,NA,18800,24185,24303,25102,6333,67,latest
238193,34500,35100,40455,42479,43617,24500,452,latest
238263,34600,27900,34264,35848,39772,9750,2100,latest
238324,NA,NA,61315,73718,77003,23425,70,latest
238333,NA,NA,NA,36925,50889,23434,76,latest
238397,29900,26100,29871,31760,35090,5803,677,latest
238430,39200,33700,38705,44085,46394,23873,254,latest
238458,41400,36300,44097,43760,46320,18625,242,latest
238476,40300,35600,34348,43470,50842,16666,291,latest
238616,37300,31500,39218,41621,43386,17750,667,latest
238661,44500,37500,48051,46476,53271,14584,206,latest
238722,32400,28900,33942,36015,36698,6250,1146,latest
238759,28500,23900,26986,29463,33444,9000,1744,latest
238810,24500,NA,26752,26168,24005,NA,22,latest
238980,36700,32200,42947,44209,44976,17950,433,latest
239008,30800,28500,36163,38594,39451,5250,390,latest
239017,NA,NA,33993,52571,52534,22026,100,latest
239071,38100,30500,33093,38691,48934,13750,67,latest
239080,39900,33000,38399,38348,43302,14250,249,latest
239105,85700,62300,51805,59626,70958,18738,408,latest
239169,NA,NA,NA,NA,NA,NA,NA,latest
239220,31100,27000,30883,32855,37022,5250,623,latest
239248,29300,24300,28986,32190,33779,9500,5606,latest
239309,27900,31000,27928,35021,36436,14500,150,latest
239318,62100,51400,72105,71388,77319,24500,251,latest
239372,32300,29200,34705,34732,39740,7000,535,latest
239390,36100,36400,38473,38332,44998,20000,231,latest
239424,NA,NA,NA,NA,NA,NA,NA,latest
239442,27700,23800,27920,30242,32150,4146,257,latest
239460,33000,28400,32423,35421,38749,5250,884,latest
239488,34000,29200,32564,35479,38103,9500,1838,latest
239512,30600,NA,33713,37983,42853,15000,85,latest
239628,NA,32400,35997,43635,49006,17621,82,latest
239637,NA,NA,NA,NA,NA,NA,NA,latest
239716,51300,36900,42070,43777,51801,22355,112,latest
239877,NA,NA,21222,22106,26178,5042,24,latest
239910,32100,26700,32443,35485,35427,5750,318,latest
240107,40000,36300,45290,46723,48497,18971,245,latest
240116,32600,30200,35095,36950,39489,9343,1321,latest
240125,31400,29300,34317,38064,38984,9880,808,latest
240170,33200,28200,32783,37928,38880,8616,1130,latest
240189,39700,33700,39829,45901,47533,13445,1095,latest
240198,30700,28200,33237,35514,35536,6750,715,latest
240213,NA,NA,NA,NA,NA,NA,NA,latest
240268,46100,38100,44731,47500,51813,10443,683,latest
240277,40800,33500,40689,45061,47264,11000,900,latest
240329,50300,35900,46945,46399,52108,14305,496,latest
240338,NA,NA,42623,44759,52935,18375,114,latest
240365,42700,35200,44085,45271,47074,12000,1109,latest
240374,36500,29600,38288,41522,42164,14250,669,latest
240392,35000,24500,28939,28595,30257,10662,6447,latest
240417,44700,38300,44195,47042,53060,15118,697,latest
240426,36000,30300,38455,40595,41636,13830,426,latest
240444,72100,45600,51825,56766,62026,13750,808,latest
240453,46000,38000,41299,43996,49477,16500,3094,latest
240462,45900,35700,45507,47195,50143,12666,615,latest
240471,43800,35600,39844,45583,49227,12500,481,latest
240480,40200,32500,38189,45330,46745,13990,893,latest
240505,37100,30800,30315,31436,39013,7000,419,latest
240514,29500,24300,28505,27048,31949,5200,195,latest
240596,28200,22900,27317,30122,25886,4512,63,latest
240620,34400,28400,32118,34447,37979,7000,449,latest
240657,33100,26800,26840,28795,31935,6779,111,latest
240666,35000,28800,29916,33663,35489,5760,344,latest
240693,35800,31400,31432,31265,30862,3922,216,latest
240709,18800,16700,19285,17516,20992,5375,61,latest
240718,45400,32100,37870,40497,44395,6800,164,latest
240727,55300,43500,43899,49238,49570,12500,1016,latest
240736,24400,17400,24200,25168,28900,NA,NA,latest
240745,25300,21100,22091,23650,27124,NA,NA,latest
240754,31200,24300,25961,28039,32585,10500,323,latest
240790,21300,17200,21051,22015,24658,NA,NA,latest
240879,NA,NA,14853,16726,15178,NA,NA,latest
241100,23700,16900,19036,21163,20858,5450,185,latest
241128,23700,16900,19036,21163,20858,5450,185,latest
241146,NA,NA,15162,16082,17265,NA,NA,latest
241182,NA,NA,17779,20238,22495,NA,NA,latest
241191,25500,20600,23425,23989,28152,12000,303,latest
241216,26600,16100,20446,21260,22422,4000,128,latest
241225,21000,18200,19181,19935,22579,7250,316,latest
241304,24400,19700,19359,20711,21844,4500,403,latest
241331,28600,28400,36141,31765,38954,5000,453,latest
241377,20500,17900,18379,18845,21405,7063,654,latest
241386,20500,17900,18379,18845,21405,7063,654,latest
241395,20600,17500,21835,21178,22417,11000,2342,latest
241410,20600,17500,21835,21178,22417,11000,2342,latest
241517,22300,18400,17179,18659,19649,3668,265,latest
241614,NA,NA,16050,NA,21092,NA,43,latest
241720,27200,20700,21124,23766,25185,NA,NA,latest
241739,21700,18200,19755,21134,21582,10011,3915,latest
241766,NA,NA,12284,18292,26653,8500,35,latest
241793,NA,NA,NA,NA,NA,NA,NA,latest
241836,20700,18500,20034,19807,20441,10500,1794,latest
241906,NA,NA,12484,14884,13802,NA,NA,latest
241951,NA,NA,16107,20390,20229,NA,NA,latest
242042,23400,18500,21754,24037,24254,NA,NA,latest
242112,21600,17900,18816,20760,21995,8000,97,latest
242121,NA,16700,17504,18152,19304,NA,NA,latest
242130,18200,15500,16118,16892,17780,NA,NA,latest
242149,18200,15500,16118,16892,17780,NA,NA,latest
242413,NA,NA,24934,23828,15532,NA,NA,latest
242556,23400,18500,21754,24037,24254,NA,NA,latest
242565,23400,18500,21754,24037,24254,NA,NA,latest
242583,23400,18500,21754,24037,24254,NA,NA,latest
242617,NA,NA,21441,20846,22366,6750,789,latest
242626,NA,NA,21446,21075,22834,5500,843,latest
242635,NA,NA,20216,20958,22068,6188,848,latest
242644,NA,NA,19214,19905,22000,3500,374,latest
242653,NA,NA,26233,26838,27813,8499,1549,latest
242662,NA,NA,22089,22846,23424,4500,900,latest
242680,NA,NA,20287,20464,20069,5500,277,latest
242699,NA,NA,20619,21296,24428,6500,598,latest
242705,NA,NA,23777,26053,27191,5400,690,latest
242723,NA,NA,NA,NA,NA,NA,NA,latest
242750,NA,NA,16857,17714,19677,NA,NA,latest
242820,26000,21000,21823,22286,24624,1709,162,latest
242945,NA,NA,16467,15905,16736,NA,NA,latest
242954,NA,NA,15392,16109,15683,NA,NA,latest
242972,20600,17900,20950,21632,21650,9500,15819,latest
243081,NA,NA,NA,NA,NA,NA,NA,latest
243106,NA,NA,21903,21216,23459,5250,336,latest
243115,NA,NA,22789,25005,25053,4500,233,latest
243133,NA,NA,24770,27724,30325,5500,216,latest
243142,NA,NA,25211,27491,27967,4500,215,latest
243151,NA,NA,21178,25272,26409,5000,140,latest
243179,NA,NA,20034,26241,26475,5500,193,latest
243188,NA,NA,19110,21714,21484,3500,83,latest
243197,NA,39500,34057,34596,38761,8000,1248,latest
243203,NA,NA,38310,40862,40230,NA,26,latest
243212,NA,NA,24026,24731,26501,5500,239,latest
243221,NA,NA,21854,28728,31092,5500,914,latest
243346,21500,17900,20536,20819,21921,9750,3601,latest
243443,21900,21600,24871,26055,26154,11250,1182,latest
243498,NA,NA,NA,NA,NA,NA,NA,latest
243568,NA,NA,26169,27397,25091,NA,26,latest
243577,34500,23700,32694,37500,40185,12542,1324,latest
243586,20600,17500,21835,21178,22417,11000,2342,latest
243601,23400,18300,21423,22234,23363,8750,5154,latest
243638,NA,NA,19704,22901,23434,NA,NA,latest
243647,NA,NA,15860,24898,30337,NA,NA,latest
243665,33200,26000,31733,33002,38916,9326,273,latest
243744,134300,97300,90173,108689,99196,6500,113,latest
243780,59700,48400,51413,58670,62487,12000,1064,latest
243799,NA,NA,NA,NA,NA,NA,NA,latest
243823,65900,40200,37107,38774,45390,9500,431,latest
243832,20700,18500,20034,19807,20441,10500,1794,latest
243841,18200,15500,16118,16892,17780,NA,NA,latest
244233,29100,23800,29116,29995,30817,15834,651,latest
244279,NA,20600,26783,27058,25340,13000,159,latest
244437,45600,37300,33073,37457,41444,12180,12064,latest
244446,27600,24100,26734,29558,30629,9500,335,latest
244613,38600,30100,37966,43612,38374,9500,274,latest
245281,NA,NA,NA,15780,24877,NA,NA,latest
245625,32600,25600,29306,35984,35580,6220,24,latest
245652,NA,NA,30815,33534,31813,19000,51,latest
245777,NA,NA,NA,NA,NA,NA,NA,latest
245838,39900,31600,38678,45550,38610,18494,281,latest
245847,39900,31600,38678,45550,38610,18494,281,latest
245865,39900,31600,38678,45550,38610,18494,281,latest
245883,39900,31600,38678,45550,38610,18494,281,latest
245892,39900,31600,38678,45550,38610,18494,281,latest
245953,33400,27400,26677,35029,39337,14990,679,latest
245962,25100,27000,24053,25732,26575,10657,12213,latest
245980,NA,NA,NA,20571,19558,NA,19,latest
245999,30200,28500,27025,28791,32595,NA,NA,latest
246017,NA,NA,27535,34830,28777,NA,NA,latest
246035,25900,23800,32537,31343,32420,8844,712,latest
246071,NA,NA,40067,43773,39947,11200,61,latest
246345,NA,NA,NA,NA,NA,NA,NA,latest
246354,31200,27400,30261,32695,35818,7793,258,latest
246406,NA,NA,17634,16088,18138,NA,NA,latest
246415,NA,NA,13202,23787,NA,NA,62,latest
246460,NA,NA,20770,19278,18155,NA,NA,latest
246789,NA,NA,NA,NA,NA,NA,NA,latest
246813,28400,24100,28482,29768,31564,NA,NA,latest
246895,34300,30700,33861,34910,39416,4500,820,latest
246974,30300,25000,32165,33175,34250,10375,2980,latest
247010,NA,NA,NA,18106,26579,14750,23,latest
247047,NA,NA,16795,20146,23311,6333,44,latest
247065,25000,26400,28696,29536,34225,12939,677,latest
247153,23000,19800,21273,24840,25944,9500,3494,latest
247162,NA,NA,NA,NA,NA,NA,NA,latest
247409,20800,18800,22971,26015,24995,9500,1087,latest
247603,31500,26100,32834,37831,34676,5844,116,latest
247649,NA,NA,NA,33464,19996,11500,43,latest
247773,NA,NA,NA,NA,NA,NA,NA,latest
247825,NA,NA,NA,NA,NA,NA,NA,latest
247834,38600,32200,34335,38913,43726,4500,2797,latest
247940,27800,23700,25489,28668,31144,5945,518,latest
248192,NA,NA,NA,NA,NA,NA,NA,latest
248527,NA,NA,15957,17472,17808,NA,NA,latest
248606,33300,NA,30205,30830,26542,NA,NA,latest
248624,NA,NA,38525,44309,46725,13250,67,latest
248633,NA,NA,43250,44876,58198,14760,34,latest
248660,NA,NA,20169,23161,NA,9833,129,latest
248703,25400,19200,20798,23599,21900,7917,960,latest
248925,27800,25200,30332,32523,33669,NA,NA,latest
248934,34500,28500,35415,35296,35836,13798,8395,latest
249061,NA,NA,NA,NA,NA,NA,NA,latest
249238,NA,25500,24878,25579,25131,9500,473,latest
249609,21200,20700,NA,NA,NA,NA,NA,latest
250027,23100,20700,23406,26926,27822,8750,148,latest
250285,39500,29400,40100,36370,41023,23250,238,latest
250744,23000,19800,21273,24840,25944,9500,3494,latest
250902,NA,NA,17470,18528,17922,NA,NA,latest
250993,NA,NA,23499,26376,23733,NA,NA,latest
251260,30300,25900,27081,29811,34095,6500,686,latest
251312,32200,24700,26046,26519,30600,12643,6874,latest
260336,NA,NA,29381,41502,NA,NA,20,latest
260363,NA,NA,44238,29524,32405,NA,13,latest
260372,NA,NA,15828,18856,16136,NA,NA,latest
260664,NA,30600,35869,36357,37287,6333,291,latest
260691,27800,25400,32155,32394,32331,9500,7803,latest
260789,34800,25400,36008,34377,33317,14874,1549,latest
260813,NA,NA,71976,64182,64991,39742,79,latest
260929,17200,17700,18010,20936,26772,9500,339,latest
260965,18400,NA,20495,17510,18696,9500,92,latest
260992,28600,24300,28509,30848,32913,9819,704,latest
261436,25300,21500,19979,23020,25542,6333,640,latest
261676,23900,20600,23751,24384,25713,8609,1559,latest
261685,23900,20600,23751,24384,25713,8609,1559,latest
261719,NA,NA,15667,NA,17136,8576,209,latest
261773,NA,NA,NA,41647,29300,9500,31,latest
261861,21000,19000,24914,28531,23114,7572,562,latest
262022,43600,36700,46725,50293,52222,13500,289,latest
262031,33500,29200,31051,34384,39547,5549,232,latest
262086,NA,41600,44035,53964,59320,19529,1763,latest
262129,NA,NA,34864,41658,43558,11383,65,latest
262165,NA,NA,NA,NA,NA,NA,NA,latest
262341,42100,29100,29974,29538,37287,8344,325,latest
262369,NA,NA,18973,17033,19843,6500,56,latest
262457,30500,25900,30191,31041,33363,10118,6540,latest
262466,NA,NA,NA,NA,NA,NA,NA,latest
362700,19600,17800,18517,20733,23541,6952,322,latest
362782,32700,NA,NA,NA,NA,4922,147,latest
363013,20800,18800,22971,26015,24995,9500,1087,latest
363077,23300,18100,18650,20629,21126,4860,73,latest
363147,NA,NA,16832,17057,18662,6251,320,latest
363165,33300,33400,31794,32298,37610,9500,56,latest
363633,32600,22200,24701,25167,31076,3623,38,latest
363679,NA,NA,21797,21644,24253,7830,170,latest
363712,NA,NA,NA,NA,NA,NA,NA,latest
363882,NA,15000,15363,17246,16781,6251,201,latest
363907,20500,17900,18379,18845,21405,7063,654,latest
363916,20500,17900,18379,18845,21405,7063,654,latest
363934,53400,38600,37728,44277,48231,9500,350,latest
364016,35600,29900,36418,38262,39947,4982,624,latest
364025,43000,32800,36836,41073,44651,4500,806,latest
364548,NA,NA,33030,38825,34696,NA,NA,latest
364575,NA,NA,NA,30016,34391,NA,NA,latest
364627,NA,NA,21251,25323,25437,NA,NA,latest
364636,30900,NA,33356,31361,34416,6333,88,latest
364751,22000,19000,22498,21953,23270,3407,520,latest
364760,NA,NA,18165,24290,28074,NA,NA,latest
364946,NA,NA,20628,18033,19326,NA,NA,latest
364964,NA,NA,NA,NA,36242,NA,28,latest
365091,26700,21700,21425,18416,23872,6192,232,latest
365125,25000,20700,18133,18434,19229,6333,84,latest
365198,NA,NA,34533,30343,33777,NA,NA,latest
365213,NA,NA,29631,37155,28368,NA,NA,latest
365240,NA,NA,40853,32346,40158,NA,NA,latest
365374,27800,NA,29326,26464,30010,NA,NA,latest
365383,35300,28500,43721,44686,40913,17678,138,latest
365480,NA,NA,22572,30948,31200,NA,NA,latest
365505,NA,NA,NA,31740,42199,NA,14,latest
365693,NA,NA,19657,26228,24686,5500,65,latest
365763,NA,NA,NA,56629,NA,5500,20,latest
365824,20800,18800,22971,26015,24995,9500,1087,latest
365833,23600,20400,24270,26054,27795,8019,1098,latest
366003,NA,NA,28359,NA,NA,NA,NA,latest
366155,NA,NA,20211,21062,20200,NA,NA,latest
366191,44400,33300,43585,44281,47773,10827,3443,latest
366252,39000,33400,35855,39939,42989,16500,909,latest
366261,NA,NA,34171,28873,38685,7125,181,latest
366270,28400,24400,26639,29254,32249,5843,455,latest
366289,23400,20700,29544,30640,27125,9500,980,latest
366340,NA,NA,9922,18642,19604,NA,NA,latest
366368,NA,NA,NA,NA,NA,NA,NA,latest
366395,39800,30100,34454,39500,41547,4850,672,latest
366401,44300,34800,41618,43243,48359,5777,39,latest
366438,NA,NA,19523,16050,22080,NA,NA,latest
366465,26900,22600,26529,27148,28217,7792,110,latest
366535,26500,22200,22897,26113,27067,9500,6102,latest
366553,24900,22900,30247,30181,30093,10312,1148,latest
366571,NA,NA,NA,NA,NA,NA,NA,latest
366605,NA,NA,NA,NA,NA,NA,NA,latest
366623,NA,NA,20649,31180,21180,NA,NA,latest
366632,NA,NA,40780,40751,37215,NA,17,latest
366711,51600,40000,46904,53213,57029,12610,2111,latest
367051,NA,NA,15524,10698,19818,7000,33,latest
367088,NA,NA,NA,24576,13383,7307,86,latest
367103,26700,21800,24482,24021,25247,8532,652,latest
367112,25100,27000,24053,25732,26575,10657,12213,latest
367158,23600,21300,24985,26740,26901,9500,760,latest
367334,33800,28700,39217,36640,41347,6365,364,latest
367361,25700,22400,24312,22831,24983,4659,80,latest
367431,18600,14900,16321,15729,18125,7500,45,latest
367459,33200,27300,31284,34778,35479,6500,839,latest
367875,NA,NA,26125,23304,25688,NA,NA,latest
367884,34600,25700,26959,29022,30172,17500,457,latest
367954,NA,NA,NA,NA,NA,NA,NA,latest
367972,39600,37400,44930,48928,48377,9500,162,latest
367981,NA,19400,19026,16612,28111,7892,42,latest
368230,18800,15200,19288,22239,22156,7212,973,latest
368364,NA,NA,35680,31812,34038,NA,NA,latest
368407,NA,NA,41831,40072,NA,NA,16,latest
368443,NA,NA,22754,23902,24982,9351,1345,latest
368452,28200,21400,24397,25580,25761,17500,108,latest
368540,NA,NA,NA,13282,18680,7179,58,latest
368629,27800,25400,32155,32394,32331,9500,7803,latest
368647,NA,NA,NA,44397,44310,NA,NA,latest
368771,25200,15900,NA,NA,11508,9500,110,latest
368832,NA,NA,14678,12362,15116,NA,NA,latest
368911,22200,21300,24408,23900,26973,NA,NA,latest
369002,NA,NA,NA,NA,NA,NA,NA,latest
369109,NA,NA,28830,31591,32430,8522,58,latest
369400,37500,29900,38178,40928,42103,10588,2332,latest
369419,30100,25600,31421,31969,34279,NA,NA,latest
369446,NA,NA,15367,23030,15425,NA,NA,latest
369455,NA,NA,47807,52272,38864,11333,63,latest
369516,NA,18800,22848,22413,25184,17302,249,latest
369659,NA,NA,NA,NA,NA,NA,NA,latest
369668,NA,27600,36074,34026,39067,9500,90,latest
369686,22800,NA,22030,22347,23451,NA,NA,latest
369695,NA,NA,17634,16088,18138,NA,NA,latest
369783,25200,21900,29131,30507,30817,7842,501,latest
369950,NA,30100,42025,41293,34589,5481,88,latest
371052,21900,18000,22913,22560,24647,9109,1672,latest
371690,NA,NA,34848,36967,NA,NA,NA,latest
371830,NA,NA,NA,16993,NA,NA,50,latest
371928,37900,36500,41572,43913,53812,11095,86,latest
371964,32600,27400,32898,32740,36475,7600,1147,latest
372028,27700,23600,29829,31951,32538,9500,664,latest
372073,NA,29100,29051,30132,36833,20000,168,latest
372082,NA,NA,23141,32320,24749,NA,NA,latest
372240,NA,NA,NA,18376,20086,NA,NA,latest
372329,26000,22600,28358,29908,29800,7486,548,latest
372356,26900,NA,25370,20488,31509,6329,190,latest
372462,NA,NA,17199,18479,20872,5175,119,latest
372718,NA,19700,16390,20077,21251,6333,503,latest
372921,26700,24800,29191,30222,33100,9500,3773,latest
373085,23900,20600,23751,24384,25713,8609,1559,latest
373216,26800,23500,22159,26504,26039,9833,46,latest
373456,NA,NA,NA,NA,NA,NA,NA,latest
373526,NA,30000,36732,38682,35190,6333,306,latest
373678,NA,NA,NA,NA,NA,NA,NA,latest
373696,24100,17500,NA,24796,17420,9483,84,latest
373711,NA,NA,NA,NA,NA,8250,41,latest
373784,34700,23600,26946,27626,30069,6334,2274,latest
374024,NA,NA,NA,NA,NA,NA,NA,latest
374316,NA,NA,16766,19167,20584,6500,94,latest
374343,NA,NA,14176,NA,NA,NA,28,latest
374574,27000,23600,27536,26082,29472,9104,3868,latest
374592,NA,NA,30427,44493,32433,NA,NA,latest
375106,33800,28700,39217,36640,41347,6365,364,latest
375230,NA,NA,18460,NA,36093,NA,NA,latest
375373,NA,25400,31355,34685,33255,8618,78,latest
375407,NA,NA,24206,24197,22122,NA,44,latest
375416,26500,22200,22897,26113,27067,9500,6102,latest
375540,NA,NA,14870,22991,22406,NA,38,latest
375568,NA,NA,34307,NA,29939,NA,NA,latest
375656,NA,NA,21945,24160,18807,NA,NA,latest
375683,NA,NA,30538,37733,37697,NA,NA,latest
375726,26600,21000,23888,24944,27255,NA,NA,latest
